Target Gift Flag,Control Number,Target Gift Amount,Gift Count 36 Months,Gift Count All Months,Gift Count Card 36 Months,Gift Count Card All Months,Gift Amount Last,Gift Amount Average 36 Months,Gift Amount Average All Months,Gift Amount Average Card 36 Months,Time Since Last Gift,Time Since First Gift,Promotion Count 12 Months,Promotion Count 36 Months,Promotion Count All Months,Promotion Count Card 12 Months,Promotion Count Card 36 Months,Promotion Count Card All Months,Status Category 96NK,Status Category Star All Months,Demographic Cluster,Age,Gender,Home Owner,Median Home Value Region,Percent Veterans Region,Median Income Region,Observation Number
0,94913,.,5,9,2,2,10,10.8,9.78,11.5,18,56,13,34,45,6,16,19,A,0,7,49,F,U,89100,8,48209,4368
0,94921,.,0,12,0,4,15,0,17.92,.,18,87,13,13,62,6,6,24,A,1,5,61,F,H,151100,20,48209,4369
0,94019,.,1,1,1,1,25,25,25,25,19,19,10,17,15,4,7,6,F,0,5,45,F,H,115200,24,56544,4376
1,188377,5,4,7,3,5,5,9.25,7.86,10.67,6,53,20,39,48,8,16,18,A,0,0,78,F,H,94000,0,56544,4378
1,95097,10,3,9,3,8,15,13,9.33,13,17,114,13,33,67,6,15,29,A,0,41,63,M,H,61100,31,55548,4387
1,95208,10,5,10,3,5,10,8,8.9,8.33,18,54,13,35,46,6,17,19,A,1,45,74,F,U,44500,41,41535,4395
1,95351,12,2,28,1,11,10,13.5,8.07,13,26,124,5,21,58,2,10,24,A,1,35,59,F,H,81800,42,46887,4401
0,95343,.,3,8,0,4,15,12.33,9,.,15,81,14,31,58,6,6,20,S,1,41,35,M,H,26000,25,46887,4403
0,95561,.,7,31,4,18,11,11.14,6.68,12,18,113,15,36,81,6,17,30,S,1,30,79,F,H,37100,24,37320,4415
0,95681,.,2,2,2,2,50,50,50,50,24,29,12,26,25,6,13,11,A,0,20,80,M,H,61900,32,55033,4423
0,95755,.,2,13,0,6,15,14,9.85,.,18,120,10,29,61,4,4,28,A,1,18,87,M,H,84400,30,52567,4427
1,95879,30,3,5,1,2,20,21.67,23,20,16,45,15,37,42,6,17,17,A,0,41,54,F,H,36300,35,45055,4432
1,95943,13,4,6,2,3,15,10,10,10,18,41,13,33,37,6,15,14,A,0,27,68,M,H,43500,30,48341,4435
1,96008,5,8,31,5,18,5,5,4.84,5,16,118,11,31,73,5,15,32,S,1,41,.,F,H,30000,37,45333,4440
1,96039,9,7,28,3,15,8,8.29,6.89,8.67,19,105,13,35,78,6,17,30,S,1,45,63,F,U,43900,26,0,4442
1,96075,5,5,20,2,9,5,5,4.7,5,16,104,13,32,68,5,13,26,S,1,36,73,M,H,56800,37,47942,4445
1,96175,5,10,18,4,5,6,5.8,5.56,6,20,52,6,26,40,4,15,17,S,1,41,82,M,U,25800,5,42796,4449
1,96220,14,3,14,1,8,12,12.33,7.71,13,20,93,13,34,66,6,16,27,A,1,43,62,F,U,28100,38,39649,4451
1,96344,10,3,19,1,11,10,9,6.16,7,15,129,7,22,62,3,10,25,A,1,41,.,F,H,29300,17,41210,4455
1,96348,6,3,3,3,3,10,6.67,6.67,6.67,17,24,13,23,22,6,11,9,N,1,40,73,F,H,77300,34,63159,4460
0,96729,.,5,7,3,4,8,7,6.86,6.67,17,40,14,33,36,6,15,15,A,1,30,.,F,U,46200,24,0,4472
0,96778,.,1,5,0,3,15,15,6.6,.,26,81,9,27,45,4,4,17,A,0,22,.,F,H,70900,17,78594,4474
0,96849,.,1,6,0,5,15,15,10.83,.,19,129,10,28,57,4,4,28,A,0,44,50,F,U,65800,29,58068,4476
1,96923,10,4,4,4,4,10,7.5,7.5,7.5,17,29,14,27,26,6,12,10,A,1,42,.,U,U,65000,29,0,4480
1,97077,12,2,6,1,4,10,12.5,9.5,10,17,89,13,29,49,6,13,19,A,0,24,69,F,H,82000,45,37990,4491
0,97095,.,4,8,2,4,8,6,5,7,19,44,12,30,33,6,15,15,A,0,41,63,F,H,33200,32,40750,4492
0,97100,.,3,10,2,4,5,6.67,5.3,7.5,15,75,7,20,29,4,10,11,A,0,41,.,M,U,31500,0,51661,4493
1,6981,10,7,31,4,10,5,5.29,5.13,5,9,79,26,47,88,9,19,25,A,1,0,.,F,U,39700,0,0,4496
0,97263,.,2,22,1,16,8,6.5,6.55,8,18,125,8,23,70,4,11,26,S,1,36,87,U,H,51000,29,47500,4498
1,98191,10,3,9,2,8,10,14,12.78,10,19,119,13,32,67,6,15,29,A,0,36,.,F,U,41600,34,0,4500
0,97421,.,5,37,4,17,10,5.6,5.01,4.5,17,113,13,34,78,6,17,30,S,1,45,65,F,U,40300,28,39375,4505
0,97513,.,4,15,1,7,8,6.75,5.13,8,16,131,14,26,56,6,11,24,S,1,41,73,M,H,33700,34,40375,4509
0,97543,.,4,12,3,8,20,17.5,9.42,15,17,113,13,34,65,6,17,26,S,1,36,59,M,U,37300,43,0,4512
0,97538,.,2,4,2,4,20,17,12.5,17,24,45,9,26,29,5,12,12,A,1,36,.,M,H,40500,37,36906,4513
1,190840,25,1,4,0,1,25,25,21.25,.,17,68,12,26,45,6,6,18,A,0,30,47,M,H,48500,30,47256,4517
1,97691,16,3,3,2,2,15,9.67,9.67,7,16,30,12,26,24,6,12,10,A,1,24,67,U,H,87900,35,54684,4520
0,97687,.,3,3,2,2,10,11.67,11.67,12.5,18,23,14,24,23,6,11,9,N,0,24,40,M,H,96200,35,49907,4524
0,12676,.,5,14,2,5,25,28.6,17.21,26,12,86,42,64,89,7,18,26,S,1,40,78,M,U,80900,33,71191,4530
0,2964,.,7,24,2,7,10,10.43,8.54,10.5,4,69,36,56,103,11,21,27,A,1,43,.,M,H,29200,35,40375,4544
1,98099,21,3,3,2,2,15,13.33,13.33,12.5,15,32,11,28,26,5,12,11,A,0,49,31,F,H,58800,21,48441,4545
0,98113,.,1,9,1,7,20,20,15,20,26,122,8,23,59,5,15,29,A,1,38,.,F,H,58800,30,48441,4546
0,98147,.,2,2,0,0,17,16,16,.,18,28,10,23,21,4,4,9,A,0,53,.,M,U,36200,31,38184,4547
1,10001,16,2,9,1,4,14,12,11.22,10,18,52,33,52,70,6,14,17,S,1,22,42,M,U,67500,34,0,4560
1,7174,10,2,44,1,19,12,11,8.36,10,20,128,11,28,95,4,12,32,A,1,36,67,F,U,50400,26,40389,4580
0,99051,.,3,3,0,0,20,14,14,.,19,32,12,26,26,6,6,10,A,0,36,35,F,U,39400,34,0,4593
1,10490,15,1,8,1,1,15,15,19.5,15,7,37,27,32,50,5,7,6,F,0,53,.,F,U,30300,35,35833,4597
0,99141,.,12,21,6,11,5,3.33,3.38,3.67,17,78,13,34,58,6,16,24,S,1,36,69,F,U,38000,35,37659,4598
1,99410,17,3,6,1,3,9,13.67,9.83,9,21,53,10,30,39,5,15,16,A,0,24,77,F,H,204100,33,101095,4615
0,99430,.,1,1,1,1,25,25,25,25,17,17,11,16,14,5,7,6,F,0,36,72,M,H,43000,47,42249,4618
1,99543,15,6,14,1,6,9,7.83,5.79,9,17,90,13,33,59,6,16,25,A,0,49,74,M,H,67500,29,49642,4625
0,99570,.,2,2,0,0,20,12.5,12.5,.,21,32,10,23,24,4,4,8,A,0,16,52,M,H,64700,37,56843,4629
1,99602,10,2,17,1,9,10,10,7.94,10,24,130,10,29,69,4,12,27,A,1,20,70,F,U,64900,37,0,4630
1,99813,20,4,4,0,0,17,11,11,.,15,32,11,26,26,5,5,10,A,1,51,50,M,H,46000,44,55918,4643
0,99851,.,1,11,1,8,20,20,8.82,20,16,108,13,32,67,6,15,32,A,1,21,75,M,H,58600,36,41382,4646
1,99898,16,2,16,1,10,10,18,10.13,16,23,127,11,32,71,5,15,32,A,1,17,60,M,H,67500,29,60176,4651
1,100218,8,3,15,2,11,5,6.33,5.47,6,16,126,12,25,59,5,10,26,S,1,8,80,F,H,66500,14,37080,4660
1,100411,30,2,8,1,4,25,30,26.25,25,20,105,13,35,65,6,17,28,A,0,20,31,M,H,73300,42,52582,4669
1,100369,28,4,4,3,3,32,28,28,29,15,26,14,27,26,6,13,11,N,1,20,25,F,U,98700,33,52582,4670
1,100447,3,5,10,4,7,3,5.2,4,5.75,17,56,12,30,42,6,15,18,S,1,16,43,F,H,80600,34,46353,4671
0,100550,.,2,5,2,3,10,10,8.4,10,19,45,12,29,34,6,14,14,A,0,12,40,M,H,119000,29,70270,4676
0,100913,.,1,6,0,1,25,25,18.33,.,19,75,13,34,54,6,6,22,A,0,27,77,F,U,79900,25,68338,4692
0,2431,.,4,11,2,8,5,14.75,15,7.5,8,89,22,43,72,10,20,29,A,1,53,83,M,H,33500,34,31845,4717
1,101388,10,8,10,6,7,8,6.13,5.8,6,21,41,12,30,34,6,16,15,S,1,43,42,M,H,52600,23,37100,4719
1,101432,8,10,11,6,6,9,8.2,7.91,7.17,18,33,14,31,30,6,15,13,S,1,51,73,M,U,24000,34,31750,4721
0,101498,.,5,11,4,5,15,8.4,7.27,8.5,21,44,13,32,38,6,17,17,S,1,51,.,F,U,23200,30,0,4722
1,101584,10,5,29,2,13,5,6.2,4.02,7.5,18,130,12,31,79,5,15,32,S,1,36,57,M,U,39100,35,0,4724
1,101676,15,3,8,2,5,15,14,10.13,13.5,20,88,13,31,54,6,14,22,A,1,24,63,M,H,116200,35,63034,4730
0,101689,.,0,1,0,0,15,0,15,.,22,22,9,9,14,3,3,5,N,0,36,.,F,U,57300,34,49833,4733
1,101774,8,9,18,4,7,9,9.44,8.22,10.25,18,52,13,33,46,6,17,19,S,1,30,35,F,H,46400,24,40212,4738
0,102101,.,2,3,1,1,12,11,9,12,16,20,14,22,19,6,10,8,N,0,10,61,M,H,30000,22,27121,4757
1,2757,10,4,17,3,6,5,9,8.35,8.67,17,76,24,45,71,11,21,28,S,1,9,35,F,U,77000,11,31563,4758
1,102181,15,4,10,2,6,14,14,13.3,14,18,76,8,28,51,4,14,21,A,0,11,63,F,H,91500,43,56157,4763
1,102222,10,2,21,2,11,10,10,8.62,10,24,120,12,32,78,5,15,31,A,1,16,64,F,H,54500,33,40898,4764
1,6932,10,6,34,2,11,10,7.5,7.26,6.5,8,105,35,56,111,8,19,33,S,1,11,80,M,U,111000,31,56722,4766
1,102351,23,3,3,2,2,15,13.33,13.33,17.5,16,32,13,26,25,6,11,9,A,0,9,64,F,H,78700,31,29646,4771
0,104543,.,2,10,1,7,11,11,7.2,11,17,68,14,33,54,6,15,20,S,1,44,.,M,U,20600,37,0,4787
1,102741,20,2,7,2,4,20,20,14.43,20,23,105,12,34,59,6,17,25,A,0,45,75,F,U,23800,35,35884,4791
0,102948,.,2,5,2,4,15,15,12.2,15,24,56,13,33,45,6,15,18,A,0,30,62,M,H,52300,43,42094,4798
1,103111,10,1,1,0,0,15,15,15,.,19,19,10,17,15,4,4,6,F,0,44,30,F,H,50900,19,51667,4804
1,103260,10,3,18,1,7,10,10,8.78,10,25,89,10,29,64,5,14,24,A,1,39,31,M,U,58900,25,0,4808
0,103238,.,8,39,6,19,5,6.38,4.92,5.83,18,119,11,32,79,6,17,32,S,1,36,77,F,U,44600,26,52970,4809
1,103298,15,2,2,0,0,15,12.5,12.5,.,26,31,9,22,23,4,4,8,A,0,42,26,F,H,58800,26,45529,4811
0,103310,.,1,5,1,3,25,25,40.4,25,23,97,12,31,65,6,15,27,A,0,25,82,F,H,65300,17,45529,4812
1,103330,50,2,6,2,4,20,20,10.33,20,21,75,12,31,46,6,15,19,A,0,34,52,F,H,91500,22,61313,4814
0,1505,.,5,8,4,4,10,14,12.88,15,19,52,25,46,69,11,21,26,A,0,44,.,M,U,85600,39,0,4818
1,103488,10,7,23,3,13,2.5,7.5,5.43,8.33,15,126,11,26,50,4,11,19,S,1,36,67,F,H,47600,36,37876,4821
1,103468,15,2,10,0,5,15,11.5,7.1,.,18,91,13,34,42,6,6,20,A,0,36,56,F,U,47600,36,37876,4822
1,103566,26,2,15,0,8,21,21,15.73,.,18,129,13,34,81,6,6,32,A,1,36,76,M,H,41700,45,41084,4826
0,103707,.,4,4,3,3,10,8.75,8.75,8.33,17,24,14,24,24,6,11,9,N,1,45,59,M,U,41000,34,42450,4833
1,103728,13,3,14,3,11,13,9.67,5.57,9.67,16,129,13,33,67,5,14,28,A,1,49,71,M,H,49100,35,40847,4835
0,103756,.,1,1,1,1,15,15,15,15,16,16,10,15,12,4,6,5,F,0,45,49,M,H,41500,33,36566,4837
1,103920,5,4,7,2,2,5,6.25,5.71,5,15,28,8,20,19,4,10,8,A,0,53,43,M,U,32500,32,29081,4846
0,104176,.,3,27,2,16,10,10,8.44,10,17,125,9,24,72,4,13,29,A,1,24,37,F,U,81600,36,49134,4860
1,104214,11,2,36,2,19,11,10,8.19,10,16,127,13,31,82,5,13,30,A,1,28,66,M,H,61800,31,42043,4861
1,103876,20,2,3,1,2,20,13.5,10.67,20,21,40,12,30,32,6,14,13,A,0,28,67,F,H,61300,53,42043,4863
1,104259,15,3,10,2,7,15,15,9.1,15,22,91,12,34,60,6,17,26,A,1,36,49,F,H,47700,49,57169,4869
0,104271,.,7,21,4,14,5,7.14,6.1,7.5,16,123,14,35,76,6,17,33,S,1,44,73,F,U,65900,33,55476,4871
0,104334,.,1,1,0,0,20,20,20,.,16,16,12,17,14,5,5,6,F,0,25,.,F,U,78700,5,62843,4873
0,104364,.,2,2,1,1,15,12.5,12.5,15,16,20,14,21,19,6,9,7,N,0,26,47,F,U,35300,58,50805,4874
1,104394,10,5,5,2,2,10,7.6,7.6,8,16,32,14,30,29,6,13,11,A,1,24,62,F,H,95800,26,68359,4876
1,185525,21,2,6,2,5,0,18,12.33,18,8,52,12,31,43,6,16,18,A,1,14,48,M,H,107600,22,60858,4879
1,104606,10,6,15,5,8,10,8.67,8.27,8.6,17,57,11,25,45,6,16,21,S,1,16,67,F,H,54700,32,37239,4890
0,104632,.,4,18,0,10,6,6,5.35,.,15,129,11,30,67,5,5,29,S,1,21,.,U,U,48900,27,0,4892
0,104801,.,5,19,1,6,10,10.2,7.89,11,26,91,10,32,67,5,16,27,A,1,14,47,F,H,184300,29,122751,4902
1,104848,7,5,17,4,8,9,7.4,5.24,7.5,17,80,12,26,45,5,14,20,S,1,15,82,F,H,99300,24,62206,4903
1,104891,23,2,10,1,6,20,15,12.6,15,17,86,13,33,54,6,17,25,S,1,17,80,M,U,74000,24,0,4906
1,282,20,1,9,1,1,20,20,8.44,20,20,87,14,27,39,5,10,13,F,0,35,30,M,H,111700,27,89077,4908
0,4956,.,4,32,4,20,25,14.5,8.34,14.5,17,130,13,32,101,6,16,32,S,1,0,87,M,H,87300,0,78595,4909
0,188435,.,2,7,0,3,20,32.5,17,.,6,69,17,36,54,8,8,22,A,1,0,.,M,H,40900,0,35728,4912
0,105295,.,4,5,3,3,10,9.5,9.6,9,17,30,13,26,23,6,12,10,A,1,45,.,M,U,25800,30,36661,4926
0,105296,.,2,3,1,2,15,12,9,15,17,40,12,30,29,5,13,12,A,0,45,.,M,U,25800,30,36661,4927
1,105305,6,5,20,5,11,4,5.2,4.75,5.2,21,113,11,30,71,6,16,29,A,1,53,.,M,U,24900,31,0,4928
1,105325,6,10,37,6,20,5,3.2,2.45,2.67,17,126,10,31,67,6,17,31,S,1,36,.,F,U,22700,29,38997,4930
1,105331,20,2,2,0,0,20,12.5,12.5,.,18,30,11,24,21,4,4,8,A,0,45,49,M,H,23700,56,40250,4931
1,105347,15,4,12,1,4,15,12.5,8.42,10,16,74,12,32,55,6,16,23,A,1,36,51,F,U,26300,31,40680,4932
1,105371,20,3,17,1,11,20,16.67,17.18,10,20,105,13,35,77,6,17,29,S,1,53,65,U,U,20800,32,0,4933
0,105415,.,2,6,0,2,20,17.5,11.67,.,18,104,13,31,60,6,6,25,A,0,53,80,F,U,17700,28,31136,4938
0,105641,.,3,11,2,7,12,10.67,8,10,18,63,13,33,51,6,15,20,A,0,36,86,M,U,38000,34,0,4946
1,105660,5,2,7,1,3,10,12.5,9,10,24,80,12,33,51,6,16,22,A,0,46,.,M,U,43000,29,0,4949
0,105867,.,1,1,0,0,20,20,20,.,16,16,12,17,14,5,5,6,F,0,30,.,F,U,45800,23,26413,4969
0,105888,.,1,2,0,0,15,15,10,.,18,30,10,22,20,4,4,7,A,0,0,.,M,H,45200,0,40830,4970
1,105923,7,5,21,4,14,9,7.4,5.86,8,17,111,13,28,56,6,13,24,S,1,16,82,F,H,48100,33,44472,4973
1,106161,4,8,29,7,19,6,4.75,4.97,4.86,16,130,8,24,69,4,13,31,S,1,53,65,F,U,17200,40,39375,4980
0,106204,.,3,3,2,2,15,12.67,12.67,11.5,18,30,10,23,20,5,11,9,A,0,31,79,F,H,25100,33,34161,4983
0,106318,.,4,7,3,4,10,10.5,9.14,11.67,18,57,12,31,42,6,15,16,S,1,53,17,F,U,19900,30,34702,4988
0,106366,.,2,3,1,2,20,17.5,15,15,17,41,13,33,35,6,15,15,A,0,46,54,M,U,24600,27,45137,4989
1,106583,5,6,21,5,16,10,8.33,5.55,8,20,123,13,32,74,6,17,34,S,1,49,77,M,H,33700,28,42554,4997
0,106600,.,3,4,0,0,10,9,8,.,18,30,12,25,22,6,6,9,A,0,37,73,F,U,66300,51,46615,4999
1,7852,10,3,22,2,9,7,8.67,8.86,8,6,125,34,51,112,7,14,31,S,1,39,.,F,U,50300,0,51510,5005
0,106910,.,4,6,2,3,20,13.75,13.33,15,18,40,13,33,35,6,16,15,S,1,25,.,F,H,89200,37,85777,5015
0,12328,.,4,5,2,2,100,55,48,60,24,36,24,45,52,6,16,14,A,1,18,38,F,U,57300,30,0,5016
1,106898,5,3,19,2,13,10,11.33,6.63,12,18,127,13,31,75,6,14,30,S,1,17,59,F,U,67200,22,0,5021
1,106896,5,3,18,0,8,10,8.67,6.25,.,18,126,12,32,72,5,5,29,A,1,17,73,F,U,64300,29,57358,5022
0,5365,.,4,23,0,7,9,10,6.35,.,13,97,35,56,113,7,7,27,A,1,1,77,F,U,42500,22,54914,5027
0,107057,.,1,7,0,2,15,15,10.71,.,20,81,13,32,55,6,6,21,A,0,12,.,F,H,96100,34,75582,5034
1,107052,10,4,11,3,6,6,7.5,7.09,6.67,16,52,14,34,47,6,17,19,S,1,18,35,U,H,70000,28,67801,5036
0,86097,.,1,1,0,0,15,15,15,.,16,16,12,17,14,4,4,5,F,0,53,.,F,U,65400,25,0,5045
0,107427,.,2,14,1,7,16,13,10,10,15,92,13,31,68,5,13,24,A,1,45,35,F,U,43600,31,40333,5052
0,107431,.,1,1,1,1,15,15,15,15,23,23,8,15,13,3,6,5,N,0,53,26,F,H,32800,29,44535,5053
0,107523,.,4,4,3,3,25,20.75,20.75,19.33,18,28,14,27,26,6,13,11,A,1,45,.,F,U,37800,32,0,5059
0,107651,.,3,10,2,5,20,21.67,20.1,22.5,15,95,13,35,63,6,17,26,A,0,45,.,F,U,42800,26,45924,5066
0,107718,.,7,18,5,9,5,4.86,3.44,4.8,16,76,13,34,52,6,17,22,S,1,41,71,F,H,33800,34,45504,5072
1,107787,5,6,22,3,11,6,6,4.27,5.67,15,130,10,18,43,3,7,18,S,1,46,77,F,U,46700,34,41940,5075
0,107894,.,3,12,3,7,10,6.67,5.25,6.67,18,111,12,32,61,6,15,27,A,0,5,79,F,U,72800,40,0,5082
0,108397,.,9,24,6,14,12,10.89,8.46,11.33,21,74,13,34,58,6,17,24,S,1,30,29,F,H,66300,37,29212,5091
0,108248,.,1,15,0,5,13,13,6.4,.,25,122,10,25,63,4,4,26,A,1,41,48,F,H,48500,19,38625,5099
0,108573,.,1,1,0,0,20,20,20,.,19,19,10,14,12,4,4,4,F,0,32,43,F,U,52800,19,54729,5112
0,108650,.,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,41,.,F,U,49400,14,0,5116
1,108781,24,1,4,1,2,15,21,15.25,21,18,53,13,32,38,6,14,16,A,0,34,71,F,H,70300,42,56894,5121
1,108976,25,2,16,1,8,25,25,13.75,25,21,121,13,32,77,6,16,32,A,1,0,59,M,H,173000,0,85605,5136
1,108983,17,2,8,1,6,17,16,12,17,17,104,13,33,65,6,16,28,A,0,27,72,M,H,53500,31,26080,5138
0,109083,.,5,5,4,4,9,8.8,8.8,8.25,22,33,12,30,29,6,15,13,A,0,39,45,F,H,61600,21,35736,5143
0,117959,.,1,5,0,1,20,20,11.2,.,25,84,11,30,52,6,6,22,A,0,43,.,U,U,46300,31,0,5147
1,109179,14,2,11,0,6,14,14,10.18,.,15,113,12,30,66,5,5,25,A,1,43,55,M,H,56300,21,45781,5150
0,109235,.,3,4,0,0,12,13,12.25,.,15,40,13,32,34,5,5,13,A,0,39,.,F,U,58800,10,36038,5156
0,109330,.,1,4,0,3,15,15,9.5,.,26,81,9,20,44,4,4,15,A,1,24,63,M,H,77500,39,60209,5160
0,109356,.,3,3,1,1,15,13.67,13.67,15,20,32,13,30,29,6,14,12,A,0,42,.,M,U,81100,25,0,5161
0,109353,.,2,2,2,2,15,12.5,12.5,12.5,17,31,10,23,21,4,10,9,A,0,42,.,M,U,81100,25,0,5162
1,109470,10,1,1,1,1,18,18,18,18,17,17,10,15,13,4,6,5,F,0,47,47,F,H,60400,21,0,5172
0,109480,.,5,18,1,6,31,26.6,16.33,19,18,123,14,36,74,6,17,31,A,1,43,67,M,H,49400,21,39792,5173
0,109492,.,8,25,5,11,5,4.13,3.84,4.4,22,89,13,34,62,6,17,26,S,1,41,77,M,H,47100,21,44242,5174
0,109680,.,6,31,4,17,11,10,7.62,10.25,18,130,14,34,86,5,16,33,S,1,49,73,F,H,59600,23,50000,5185
1,109196,10,7,31,4,16,6,6.43,5.94,6.25,23,129,12,32,73,5,15,28,S,1,40,.,F,U,52100,23,0,5192
1,109848,21,1,7,0,4,17,17,12.14,.,26,112,9,26,62,4,4,25,A,0,18,50,U,H,50000,27,29743,5195
0,109984,.,1,7,0,2,18,18,10.71,.,18,68,14,32,50,6,6,19,A,1,47,64,M,U,56500,23,40000,5201
0,109986,.,3,5,2,2,10,10.67,9,11,19,24,15,25,25,6,11,9,N,0,50,57,M,H,37700,31,40192,5202
0,110068,.,6,15,4,11,16,14.67,11.13,15,18,122,14,32,70,6,15,29,S,1,36,64,M,U,38000,33,35000,5204
0,110151,.,2,12,0,6,13,14.5,10.67,.,19,101,14,35,69,5,5,26,A,1,11,85,M,H,34200,30,42522,5206
0,11618,.,1,15,1,9,18,18,10.87,18,24,125,30,50,95,6,15,27,S,1,44,46,M,U,71000,30,35501,5207
1,110291,12,3,8,3,8,14,13.26,9.47,13.26,21,93,13,31,57,6,15,23,S,1,31,.,M,U,0,0,0,5211
0,110292,.,1,6,0,4,20,20,12,.,20,130,11,24,60,4,4,26,A,0,31,57,F,H,0,0,0,5212
1,110308,15,3,4,0,1,10,9,8,.,18,41,12,31,31,6,6,13,A,0,24,60,F,H,138400,44,52166,5213
0,110712,.,1,1,1,1,25,25,25,25,17,17,11,16,14,5,7,6,F,0,36,71,F,H,40800,38,34399,5228
0,189408,.,4,8,3,6,7,8,7.75,9,22,75,12,32,50,6,15,20,A,0,51,64,F,U,35000,32,30407,5229
1,186153,9,5,29,1,11,10,9.6,9.41,9,6,128,38,56,123,10,18,42,A,1,30,.,F,U,37100,34,0,5235
1,110847,5,9,55,6,25,5,4.78,5.23,4.83,15,128,10,26,73,5,15,32,S,1,47,.,M,U,41900,22,39990,5237
0,110876,.,2,17,1,10,10,7.5,6.18,10,21,130,6,15,42,2,5,13,S,1,50,.,U,U,25800,23,0,5240
0,189954,.,2,18,1,10,10,15,8.11,15,18,127,17,36,79,6,15,34,A,1,51,.,U,U,25400,22,28875,5244
1,111023,20,2,6,2,4,20,20,15,20,24,89,11,30,54,6,15,21,A,0,51,53,F,U,33200,36,32664,5245
1,111045,10,3,14,1,8,16,14.67,10.36,14,18,100,13,33,69,6,15,28,S,1,45,78,U,U,42800,26,0,5248
1,117882,20,3,6,1,4,20,17.67,11.67,13,18,59,13,35,42,6,17,19,A,0,0,68,F,H,42400,0,36897,5249
0,111061,.,2,6,2,3,25,18.5,14.5,18.5,21,57,13,30,47,6,14,17,A,0,41,.,U,U,32100,33,0,5253
1,111142,10,2,20,1,10,11,10,7.35,11,17,129,13,32,78,6,15,32,S,1,36,72,F,H,50500,47,38049,5256
1,12832,10,3,5,2,2,15,12.33,10.4,11,15,31,22,36,39,4,10,10,A,0,36,74,F,U,66200,37,56412,5260
1,128408,5,8,19,6,13,9,9.5,7.89,9.33,21,110,14,35,69,6,17,29,S,1,39,75,F,U,72300,36,52548,5261
0,111316,.,2,14,0,4,10,7.5,7,.,18,88,13,34,56,6,6,21,A,1,36,44,M,H,47400,27,47800,5264
0,111374,.,2,2,0,0,25,22.5,22.5,.,19,32,13,30,27,6,6,12,A,0,43,57,M,H,38800,35,24688,5268
1,111453,16,4,4,3,3,10,8.75,8.75,8,15,29,12,24,24,5,10,9,A,1,22,.,M,U,108200,38,0,5274
0,111597,.,2,3,1,1,15,11.5,11,15,15,20,13,19,18,5,7,6,N,0,32,63,M,H,38600,13,35175,5282
1,111656,25,2,2,2,2,25,22.5,22.5,22.5,19,29,13,27,25,6,13,11,A,0,24,.,F,U,154200,40,0,5285
0,111711,.,3,10,1,6,16,15.67,10.6,15,26,98,11,33,59,5,16,27,A,1,11,.,F,U,90100,25,0,5287
0,111704,.,6,10,4,5,15,12.33,10.4,12,16,45,14,36,40,6,17,17,A,0,22,.,F,U,87200,25,0,5288
0,111875,.,1,15,0,10,10,14,9.67,.,18,105,12,31,68,5,5,26,A,1,39,58,F,H,55200,27,38824,5294
0,111854,.,2,4,1,3,20,16,13.5,12,19,49,12,30,38,6,14,16,A,0,31,54,M,U,33800,25,38824,5296
0,111909,.,2,3,2,2,5,7.5,6.67,7.5,19,24,12,22,22,6,11,9,N,0,36,.,M,U,40000,25,38260,5298
1,111949,5,7,33,4,17,5,5,4.61,5,19,91,12,34,68,6,17,30,S,1,51,.,F,U,33500,24,0,5301
1,111981,20,3,13,2,6,14,13,8,12,21,111,11,32,67,5,15,29,A,1,48,.,F,U,43900,53,0,5302
0,112068,.,1,2,0,0,20,20,15,.,18,39,10,25,26,4,4,10,A,0,48,.,F,U,49700,56,34219,5308
0,112163,.,2,7,0,4,15,12.5,10.29,.,18,105,13,30,57,6,6,23,A,0,49,.,M,U,34000,32,0,5313
0,112211,.,2,2,2,2,20,12.5,12.5,12.5,16,21,14,22,19,6,10,8,N,0,0,67,M,H,56300,0,42370,5316
0,112259,.,3,10,2,4,40,33.67,25.65,36.5,16,104,9,25,54,5,13,21,A,0,51,.,F,H,30600,24,36250,5318
1,112309,15,2,2,0,0,25,22.5,22.5,.,18,32,14,29,26,6,6,11,A,0,39,35,F,H,62200,35,44526,5321
0,112358,.,1,15,0,6,30,30,13.93,.,18,123,13,35,76,6,6,33,A,1,36,73,F,U,51100,38,42404,5323
1,112367,10,4,19,1,10,7,6.5,5.58,7,16,125,12,30,72,5,13,31,S,1,36,76,F,U,51600,30,48371,5326
1,14831,10,5,28,3,10,10,10.6,8.79,10.67,18,81,17,36,88,6,17,25,S,1,51,.,F,U,37400,30,0,5329
1,112532,11,5,23,3,8,13,11,9.52,10.67,18,98,13,35,72,6,17,29,S,1,49,.,F,U,47200,29,0,5338
0,8688,.,2,35,0,9,18,17.5,16.94,.,4,134,26,36,100,5,5,22,S,1,49,67,F,H,53500,34,44748,5344
1,112679,20,2,2,2,2,20,15,15,15,21,23,12,22,21,6,11,9,N,0,14,49,M,H,104500,29,64359,5346
0,112919,.,5,7,4,5,5,3.6,3.57,4,21,41,11,27,30,6,15,14,S,1,30,.,F,U,28000,33,0,5355
0,112954,.,4,22,4,16,3,5.75,6.05,5.75,15,130,7,19,56,3,9,23,S,1,46,73,M,U,49400,32,41563,5358
0,701,.,6,27,4,14,50,30,23.89,26.25,6,121,27,47,124,10,21,46,S,1,45,.,F,U,40700,30,0,5359
