ADDRESS,TYPE,SELLERG,REGIONNAME,AREANUM,DISTANCE_INTERVAL,ROOMS,BATHROOM,CAR,LANDSIZE,BUILDINGAR,PRICE_INTERVAL
Scenic Dr,h,Fletchers,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,621.0,203.0,1.5M-2M
Farmer St,t,hockingstuart,Southern Metropolitan,6.0,10-15 km,2,1.0,2.0,367.0,110.0,500k-1M
Street Rd,h,Fletchers,Southern Metropolitan,6.0,10-15 km,3,2.0,4.0,400.0,94.0,500k-1M
Douglas St,h,Fletchers,Southern Metropolitan,6.0,10-15 km,3,1.0,1.0,792.0,792.0,1M-1.5M
Huntingdale Rd,h,Tim,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,803.0,152.0,1M-1.5M
Murra Ct,u,Ray,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,216.0,90.0,500k-1M
Ashwood Dr,h,Jellis,Southern Metropolitan,6.0,10-15 km,3,2.0,3.0,782.0,215.0,1.5M-2M
Harold St,h,Buxton,Southern Metropolitan,6.0,10-15 km,4,2.0,1.0,593.0,255.0,1.5M-2M
Scenic Dr,h,Buxton,Southern Metropolitan,6.0,10-15 km,5,3.0,2.0,585.0,317.0,1.5M-2M
Queens Pde,u,Noel,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,153.0,80.0,500k-1M
Parkhill Dr,h,Tim,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,766.0,192.0,1M-1.5M
Murra Ct,u,hockingstuart,Southern Metropolitan,6.0,10-15 km,2,1.0,2.0,192.0,88.0,500k-1M
Teck St,h,Fletchers,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,586.0,86.0,1M-1.5M
Ashwood Dr,h,Jellis,Southern Metropolitan,6.0,10-15 km,3,1.0,1.0,760.0,120.0,1M-1.5M
Condah Ct,h,Noel,Southern Metropolitan,6.0,10-15 km,3,2.0,1.0,320.0,85.0,500k-1M
Raymond St,t,Jellis,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,256.0,134.0,500k-1M
Newbury Ct,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,839.0,198.0,1M-1.5M
Salisbury Rd,t,Barry,Southern Metropolitan,6.0,10-15 km,3,1.0,2.0,212.0,130.0,500k-1M
Norma Ct,h,Moonee,Western Metropolitan,7.0,10-15 km,3,1.0,1.0,593.0,118.0,500k-1M
Rogerson St,h,Moonee,Western Metropolitan,7.0,10-15 km,3,1.0,1.0,0.0,103.0,500k-1M
Canning St,t,Nelson,Western Metropolitan,7.0,10-15 km,3,3.0,1.0,557.0,181.0,500k-1M
Arbor Tce,h,Nelson,Western Metropolitan,7.0,10-15 km,4,2.0,2.0,569.0,225.0,1M-1.5M
Thompson St,h,Nelson,Western Metropolitan,7.0,10-15 km,3,1.0,2.0,570.0,120.0,500k-1M
Military Rd,h,Moonee,Western Metropolitan,7.0,10-15 km,3,1.0,1.0,550.0,143.0,500k-1M
Clive Ct,h,Moonee,Western Metropolitan,7.0,10-15 km,4,3.0,3.0,761.0,281.0,500k-1M
Herbert St,h,Nelson,Western Metropolitan,7.0,10-15 km,3,1.0,1.0,581.0,106.0,500k-1M
Hillman Ct,h,Brad,Western Metropolitan,7.0,10-15 km,4,3.0,2.0,873.0,395.0,1M-1.5M
Westminster Dr,h,Nelson,Western Metropolitan,7.0,10-15 km,3,1.0,1.0,586.0,118.0,500k-1M
Bordeaux St,h,Nelson,Western Metropolitan,7.0,10-15 km,2,1.0,1.0,220.0,101.0,500k-1M
Military Rd,h,Nelson,Western Metropolitan,7.0,10-15 km,4,2.0,2.0,554.0,140.0,500k-1M
Drake Ct,h,Edward,Western Metropolitan,7.0,10-15 km,3,1.0,3.0,812.0,117.0,500k-1M
North Rd,h,Nelson,Western Metropolitan,7.0,10-15 km,4,2.0,2.0,589.0,150.0,500k-1M
Carmyle Ct,u,Barry,Western Metropolitan,7.0,10-15 km,2,1.0,1.0,0.0,85.0,300k-500k
Skewes St,h,Nelson,Western Metropolitan,7.0,10-15 km,3,2.0,2.0,593.0,103.0,500k-1M
Skewes St,h,Nelson,Western Metropolitan,7.0,10-15 km,3,2.0,1.0,582.0,153.0,500k-1M
Gordon St,h,Marshall,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,659.0,123.0,2M-2.5M
Narrak Rd,h,Marshall,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,715.0,218.0,1.5M-2M
Westminster St,t,Noel,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,208.0,129.0,1M-1.5M
Balwyn Rd,u,Philip,Southern Metropolitan,3.0,5-10 km,3,2.0,2.0,206.0,112.0,1M-1.5M
Belmore Rd,h,RT,Southern Metropolitan,3.0,5-10 km,5,3.0,2.0,715.0,420.0,2.5M-3M
Bevan St,h,RW,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,744.0,226.0,2M-2.5M
Parring Rd,u,Noel,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,122.0,97.0,500k-1M
Union Rd,h,Jellis,Southern Metropolitan,3.0,5-10 km,6,4.0,7.0,2051.0,449.0,3M+
Yongala St,h,Noel,Southern Metropolitan,3.0,5-10 km,5,3.0,2.0,600.0,356.0,2M-2.5M
Metung St,h,Marshall,Southern Metropolitan,3.0,5-10 km,5,3.0,2.0,678.0,349.0,2.5M-3M
Balwyn Rd,h,Fletchers,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,1015.0,166.0,1.5M-2M
King St,h,Marshall,Southern Metropolitan,3.0,5-10 km,3,1.0,1.0,188.0,110.0,500k-1M
Weir St,h,Marshall,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,0.0,72.0,500k-1M
Westminster St,h,Jellis,Southern Metropolitan,3.0,5-10 km,3,2.0,2.0,699.0,252.0,2M-2.5M
Naroo St,h,Jellis,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,577.0,200.0,1.5M-2M
Whitehorse Rd,u,Fletchers,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,0.0,70.0,500k-1M
Union Rd,u,hockingstuart,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,0.0,73.0,500k-1M
Belmore Rd,h,Kay,Southern Metropolitan,3.0,5-10 km,3,1.0,2.0,281.0,150.0,500k-1M
Belmore Rd,h,Ascend,Southern Metropolitan,3.0,5-10 km,4,3.0,2.0,453.0,308.0,1.5M-2M
Brenbeal St,t,Christopher,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,121.0,100.0,500k-1M
Iramoo St,t,Jellis,Southern Metropolitan,3.0,5-10 km,3,2.0,2.0,219.0,164.0,1M-1.5M
Evelina St,t,Noel,Southern Metropolitan,3.0,5-10 km,4,3.0,2.0,241.0,240.0,1M-1.5M
Millah Rd,h,Fletchers,Southern Metropolitan,3.0,5-10 km,4,2.0,4.0,935.0,241.0,3M+
Brenbeal St,u,Jellis,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,115.0,104.0,500k-1M
Frederick St,h,RT,Southern Metropolitan,3.0,5-10 km,4,3.0,2.0,674.0,336.0,2.5M-3M
Weir St,u,Jellis,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,0.0,79.0,300k-500k
Balwyn Rd,u,Fletchers,Southern Metropolitan,3.0,5-10 km,2,1.0,2.0,231.0,98.0,1M-1.5M
Yerrin St,t,Noel,Southern Metropolitan,3.0,5-10 km,3,2.0,2.0,306.0,170.0,1M-1.5M
Balwyn Rd,u,Marshall,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,87.0,88.0,500k-1M
Bevan St,h,Marshall,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,752.0,253.0,2M-2.5M
Kalimna St,u,Noel,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,213.0,92.0,500k-1M
Union Rd,h,Jellis,Southern Metropolitan,3.0,5-10 km,4,3.0,2.0,1007.0,350.0,3M+
Metung St,h,Fletchers,Southern Metropolitan,3.0,5-10 km,4,2.0,1.0,685.0,207.0,2M-2.5M
Weir St,u,Jellis,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,0.0,150.0,500k-1M
Wills St,h,hockingstuart,Southern Metropolitan,3.0,5-10 km,4,1.0,2.0,739.0,291.0,2M-2.5M
Balwyn Rd,h,Mandy,Southern Metropolitan,3.0,5-10 km,4,2.0,1.0,665.0,155.0,1.5M-2M
Knutsford St,h,Jellis,Southern Metropolitan,3.0,5-10 km,3,2.0,1.0,706.0,166.0,3M+
Naroo St,h,Jellis,Southern Metropolitan,3.0,5-10 km,3,2.0,3.0,613.0,193.0,1.5M-2M
Belmore Rd,h,Jellis,Southern Metropolitan,3.0,5-10 km,5,3.0,2.0,715.0,420.0,3M+
Wills St,h,Marshall,Southern Metropolitan,3.0,5-10 km,5,2.0,2.0,981.0,260.0,2M-2.5M
Brenbeal St,u,hockingstuart,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,130.0,80.0,500k-1M
Union Rd,h,Noel,Southern Metropolitan,3.0,5-10 km,3,2.0,2.0,404.0,190.0,1.5M-2M
Power St,h,Marshall,Southern Metropolitan,3.0,5-10 km,4,1.0,1.0,672.0,115.0,1.5M-2M
Clifton St,t,hockingstuart,Southern Metropolitan,3.0,5-10 km,3,2.0,2.0,260.0,167.0,1M-1.5M
Doncaster Rd,h,Jellis,Southern Metropolitan,3.0,5-10 km,3,2.0,1.0,778.0,154.0,1.5M-2M
Jacka St,h,Jellis,Southern Metropolitan,3.0,5-10 km,4,4.0,3.0,1135.0,275.0,3M+
Bolinda Rd,h,Noel,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,647.0,185.0,1.5M-2M
Dumblane St,h,hockingstuart,Southern Metropolitan,3.0,5-10 km,5,4.0,2.0,760.0,477.0,3M+
Hood St,h,Fletchers,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,642.0,215.0,1.5M-2M
Kenny St,h,Marshall,Southern Metropolitan,3.0,5-10 km,3,1.0,2.0,888.0,137.0,2M-2.5M
Riverview Rd,h,RW,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,750.0,214.0,2M-2.5M
Sweyn St,h,hockingstuart,Southern Metropolitan,3.0,5-10 km,3,2.0,1.0,347.0,160.0,1M-1.5M
Kawarren St,h,Kay,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,673.0,185.0,1.5M-2M
Longview Rd,h,Jellis,Southern Metropolitan,3.0,5-10 km,3,1.0,2.0,665.0,124.0,1M-1.5M
Maud St,h,Fletchers,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,772.0,150.0,2.5M-3M
Stuart Ct,h,Fletchers,Southern Metropolitan,3.0,5-10 km,4,2.0,3.0,736.0,225.0,1.5M-2M
Belmore Rd,h,Jellis,Southern Metropolitan,3.0,5-10 km,5,4.0,2.0,886.0,520.0,3M+
Ellendale St,t,Christopher,Southern Metropolitan,3.0,5-10 km,3,2.0,1.0,207.0,144.0,1M-1.5M
Clifton St,h,hockingstuart,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,662.0,330.0,1.5M-2M
Bulleen Rd,h,Jellis,Southern Metropolitan,3.0,5-10 km,5,3.0,2.0,705.0,365.0,1.5M-2M
Carrington St,h,Jellis,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,619.0,254.0,1.5M-2M
Clive Ct,h,RW,Southern Metropolitan,3.0,5-10 km,4,3.0,2.0,1274.0,275.0,2M-2.5M
Page St,h,RW,Southern Metropolitan,3.0,5-10 km,5,4.0,2.0,624.0,154.0,3M+
Cash St,h,Jellis,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,610.0,275.0,1.5M-2M
Grieve St,h,Jellis,Southern Metropolitan,3.0,5-10 km,4,3.0,2.0,657.0,355.0,2.5M-3M
Kawarren St,h,Jellis,Southern Metropolitan,3.0,5-10 km,4,2.0,1.0,517.0,247.0,1M-1.5M
Helston St,h,Fletchers/One,Southern Metropolitan,3.0,5-10 km,4,2.0,4.0,587.0,165.0,1.5M-2M
Moody St,h,Marshall,Southern Metropolitan,3.0,5-10 km,4,3.0,2.0,1070.0,247.0,2.5M-3M
The Boulevard,h,Noel,Southern Metropolitan,3.0,5-10 km,5,3.0,2.0,900.0,355.0,2M-2.5M
Bolinda Rd,h,Fletchers,Southern Metropolitan,3.0,5-10 km,3,2.0,3.0,763.0,168.0,1.5M-2M
Clifton St,h,Noel,Southern Metropolitan,3.0,5-10 km,3,3.0,1.0,310.0,188.0,1M-1.5M
Tudor Ct,h,Barry,Southern Metropolitan,3.0,5-10 km,7,3.0,3.0,637.0,529.0,2.5M-3M
Walnut Rd,h,Fletchers,Southern Metropolitan,3.0,5-10 km,4,3.0,2.0,665.0,232.0,1.5M-2M
Dumblane St,h,RW,Southern Metropolitan,3.0,5-10 km,5,2.0,2.0,710.0,170.0,1.5M-2M
Greythorn Rd,h,Fletchers,Southern Metropolitan,3.0,5-10 km,5,2.0,2.0,1002.0,244.0,2M-2.5M
Maud St,h,Jellis,Southern Metropolitan,3.0,5-10 km,3,1.0,4.0,605.0,116.0,1M-1.5M
Sutton St,h,Fletchers,Southern Metropolitan,3.0,5-10 km,3,1.0,1.0,722.0,90.0,1.5M-2M
Hosken St,h,Jellis,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,1235.0,196.0,2.5M-3M
Stephens St,h,Assisi,Southern Metropolitan,3.0,5-10 km,4,3.0,1.0,904.0,420.0,3M+
Illawarra Rd,h,Noel,Southern Metropolitan,3.0,5-10 km,3,1.0,2.0,713.0,720.0,1.5M-2M
Clifton St,h,Marshall,Southern Metropolitan,3.0,5-10 km,4,3.0,2.0,869.0,170.0,1.5M-2M
Seattle St,h,Fletchers,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,667.0,201.0,1.5M-2M
Sylvan St,t,Noel,Southern Metropolitan,3.0,5-10 km,4,3.0,1.0,362.0,200.0,1.5M-2M
Stephens St,h,Marshall,Southern Metropolitan,3.0,5-10 km,5,5.0,4.0,1364.0,518.0,3M+
Grieve St,h,Fletchers,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,1010.0,250.0,2M-2.5M
Severn St,h,Jellis,Southern Metropolitan,3.0,5-10 km,3,2.0,3.0,949.0,175.0,2M-2.5M
Corhampton Rd,h,Jellis,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,177.0,85.0,500k-1M
Woodville St,h,Fletchers,Southern Metropolitan,3.0,5-10 km,3,2.0,2.0,368.0,177.0,1M-1.5M
Helston St,h,One,Southern Metropolitan,3.0,5-10 km,4,2.0,4.0,587.0,165.0,1.5M-2M
Alpha St,u,Fletchers,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,250.0,112.0,1M-1.5M
Hedderwick St,h,Marshall,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,644.0,153.0,1M-1.5M
Balwyn Rd,h,Fletchers,Southern Metropolitan,3.0,5-10 km,5,3.0,2.0,842.0,200.0,1.5M-2M
Helston St,h,hockingstuart,Southern Metropolitan,3.0,5-10 km,4,2.0,2.0,701.0,198.0,1.5M-2M
Nevada St,h,Jellis,Southern Metropolitan,3.0,5-10 km,4,2.0,5.0,754.0,175.0,1.5M-2M
Milfay Ct,h,Nelson,Southern Metropolitan,3.0,5-10 km,3,1.0,2.0,657.0,151.0,1.5M-2M
The Boulevard,h,Marshall,Southern Metropolitan,3.0,5-10 km,5,3.0,2.0,900.0,355.0,1.5M-2M
Winfield Rd,h,RT,Southern Metropolitan,3.0,5-10 km,5,2.0,3.0,845.0,199.0,1.5M-2M
Ellendale St,h,Christopher,Southern Metropolitan,3.0,5-10 km,3,2.0,1.0,207.0,144.0,1M-1.5M
Maughan Pde,h,hockingstuart,Southern Metropolitan,3.0,5-10 km,5,3.0,2.0,737.0,193.0,1.5M-2M
Willis St,h,Fletchers,Southern Metropolitan,3.0,5-10 km,3,2.0,1.0,720.0,147.0,1.5M-2M
Hatfield St,u,Fletchers,Southern Metropolitan,3.0,5-10 km,2,1.0,1.0,0.0,102.0,500k-1M
Patterson Rd,u,hockingstuart,Southern Metropolitan,6.0,10-15 km,3,1.0,2.0,348.0,121.0,500k-1M
Rogers Rd,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,613.0,143.0,1M-1.5M
Scotts St,t,hockingstuart,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,140.0,250.0,500k-1M
Mortimore St,h,Ray,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,299.0,181.0,1M-1.5M
Somers St,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,1.0,1.0,576.0,127.0,1M-1.5M
Brentwood St,u,Buxton,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,0.0,69.0,300k-500k
Coates St,t,hockingstuart,Southern Metropolitan,6.0,10-15 km,4,3.0,2.0,291.0,212.0,1M-1.5M
Patterson Rd,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,1.0,2.0,692.0,164.0,1M-1.5M
Rose St,h,Buxton,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,795.0,250.0,2M-2.5M
Yawla St,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,3,2.0,1.0,565.0,222.0,1.5M-2M
Luckins Rd,h,Buxton,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,697.0,194.0,1M-1.5M
Centre Rd,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,3,1.0,2.0,584.0,116.0,1M-1.5M
Fromer St,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,610.0,112.0,1M-1.5M
Gordon St,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,3,2.0,1.0,526.0,135.0,1M-1.5M
London St,t,Buxton,Southern Metropolitan,6.0,10-15 km,4,3.0,2.0,271.0,205.0,1M-1.5M
Patterson Rd,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,1.0,4.0,758.0,138.0,1M-1.5M
Daley St,h,Marshall,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,296.0,103.0,500k-1M
Patterson Rd,u,hockingstuart,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,116.0,92.0,500k-1M
Tucker Rd,h,Buxton,Southern Metropolitan,6.0,10-15 km,4,2.0,4.0,902.0,233.0,1.5M-2M
Yawla St,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,4,3.0,2.0,557.0,353.0,2M-2.5M
Gordon St,u,hockingstuart,Southern Metropolitan,6.0,10-15 km,2,2.0,3.0,226.0,475.0,500k-1M
Wheatley Rd,h,McGrath,Southern Metropolitan,6.0,10-15 km,4,2.0,3.0,855.0,197.0,1.5M-2M
Jasper Rd,u,hockingstuart,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,227.0,100.0,500k-1M
Atkinson St,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,1.0,1.0,632.0,108.0,1M-1.5M
Luckins Rd,h,Woodards,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,690.0,245.0,1M-1.5M
Rosina St,t,hockingstuart,Southern Metropolitan,6.0,10-15 km,4,2.0,3.0,354.0,255.0,1M-1.5M
Daley St,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,3,1.0,2.0,624.0,143.0,1M-1.5M
Tucker Rd,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,1.0,581.0,170.0,1M-1.5M
Bleazby St,u,hockingstuart,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,677.0,88.0,500k-1M
Corbie St,t,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,147.0,149.0,500k-1M
Fromer St,t,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,0.0,160.0,1M-1.5M
Luckins Rd,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,1.0,2.0,694.0,125.0,1M-1.5M
Wood St,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,4,2.0,4.0,736.0,284.0,1.5M-2M
Uonga Rd,u,hockingstuart,Southern Metropolitan,6.0,10-15 km,2,1.0,3.0,336.0,109.0,500k-1M
Fromer St,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,611.0,168.0,1M-1.5M
Horsley St,h,Buxton,Southern Metropolitan,6.0,10-15 km,2,1.0,2.0,274.0,96.0,500k-1M
Wilson St,h,Buxton,Southern Metropolitan,6.0,10-15 km,4,4.0,2.0,579.0,361.0,2.5M-3M
Godfrey St,h,Woodards,Southern Metropolitan,6.0,10-15 km,5,2.0,2.0,567.0,250.0,1.5M-2M
Werona St,t,Buxton,Southern Metropolitan,6.0,10-15 km,2,2.0,1.0,123.0,90.0,500k-1M
Coates St,t,Bayside,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,83.0,107.0,500k-1M
McKittrick Rd,t,Buxton,Southern Metropolitan,6.0,10-15 km,4,3.0,3.0,346.0,220.0,1M-1.5M
Smith St,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,6,3.0,2.0,708.0,275.0,1.5M-2M
Bruce St,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,572.0,150.0,1.5M-2M
Daley St,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,4,1.0,5.0,594.0,150.0,1M-1.5M
Hutchinson St,h,Buxton,Southern Metropolitan,6.0,10-15 km,5,2.0,2.0,664.0,178.0,1M-1.5M
Wilson St,h,Buxton,Southern Metropolitan,6.0,10-15 km,4,4.0,2.0,579.0,361.0,2.5M-3M
Veronica St,h,Buxton,Southern Metropolitan,6.0,10-15 km,2,2.0,1.0,176.0,125.0,500k-1M
Bessie St,u,hockingstuart,Southern Metropolitan,6.0,10-15 km,2,1.0,2.0,281.0,95.0,500k-1M
Denver St,h,Buxton,Southern Metropolitan,6.0,10-15 km,5,2.0,2.0,683.0,190.0,1M-1.5M
Elizabeth St,u,Woodards,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,384.0,120.0,1M-1.5M
Birdwood St,u,Woodards,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,76.0,79.0,300k-500k
Brooks St,h,Hodges,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,585.0,178.0,1M-1.5M
Claronga St,h,C21,Southern Metropolitan,6.0,10-15 km,3,1.0,2.0,565.0,110.0,500k-1M
Edinburgh St,t,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,292.0,141.0,500k-1M
Lesden St,t,hockingstuart,Southern Metropolitan,6.0,10-15 km,4,3.0,2.0,291.0,222.0,1M-1.5M
Tambet St,t,hockingstuart,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,321.0,180.0,1M-1.5M
Barrani St,h,Woodards,Southern Metropolitan,6.0,10-15 km,3,2.0,3.0,730.0,110.0,1M-1.5M
Bignell Rd,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,619.0,191.0,1M-1.5M
Brady Rd,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,627.0,140.0,1M-1.5M
Connie St,h,Woodards,Southern Metropolitan,6.0,10-15 km,5,2.0,4.0,618.0,146.0,500k-1M
Derry St,u,Buxton,Southern Metropolitan,6.0,10-15 km,2,2.0,1.0,0.0,78.0,300k-500k
Northam Rd,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,610.0,177.0,1M-1.5M
Richard St,u,Gary,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,265.0,150.0,500k-1M
Veronica St,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,590.0,118.0,1M-1.5M
Tambet St,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,1.0,2.0,578.0,163.0,1M-1.5M
Wards Gr,h,Hodges,Southern Metropolitan,6.0,10-15 km,4,1.0,1.0,636.0,138.0,1M-1.5M
Wonga Ct,t,hockingstuart,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,0.0,75.0,300k-500k
Parkmore Rd,h,Buxton,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,604.0,177.0,1M-1.5M
Brian St,t,hockingstuart,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,305.0,207.0,1M-1.5M
Brooks St,t,Woodards,Southern Metropolitan,6.0,10-15 km,4,3.0,1.0,313.0,166.0,1M-1.5M
Bradford St,h,Ray,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,295.0,145.0,500k-1M
Elizabeth St,t,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,1.0,254.0,117.0,500k-1M
MacKie Rd,t,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,167.0,140.0,500k-1M
Tambet St,h,Woodards,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,300.0,135.0,500k-1M
Thornton St,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,578.0,120.0,500k-1M
Tambet St,h,Buxton,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,591.0,102.0,500k-1M
Liverpool St,t,hockingstuart,Southern Metropolitan,6.0,10-15 km,3,2.0,1.0,268.0,117.0,500k-1M
Yarraburn Cl,h,Hodges,Southern Metropolitan,6.0,10-15 km,4,2.0,1.0,274.0,190.0,1M-1.5M
Barrani St,h,Woodards,Southern Metropolitan,6.0,10-15 km,3,1.0,4.0,726.0,131.0,1M-1.5M
Highview Rd,h,Buxton,Southern Metropolitan,6.0,10-15 km,2,2.0,1.0,201.0,79.0,500k-1M
Normanby Rd,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,1.0,2.0,588.0,133.0,500k-1M
Tudor St,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,1.0,291.0,119.0,500k-1M
York St,h,First,Southern Metropolitan,6.0,10-15 km,4,1.0,2.0,610.0,160.0,1M-1.5M
England St,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,618.0,196.0,1M-1.5M
Lilac St,t,Woodards,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,296.0,205.0,1M-1.5M
North Rd,h,Buxton,Southern Metropolitan,6.0,10-15 km,5,2.0,2.0,659.0,315.0,1.5M-2M
Almurta Rd,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,3,1.0,1.0,721.0,120.0,1M-1.5M
Brooks St,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,421.0,126.0,500k-1M
Celia St,t,Buxton,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,314.0,231.0,1M-1.5M
Leo St,h,Buxton,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,583.0,176.0,1M-1.5M
Moylan St,h,Gary,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,700.0,165.0,1.5M-2M
Paloma St,u,Woodards,Southern Metropolitan,6.0,10-15 km,3,3.0,1.0,391.0,122.0,500k-1M
South Rd,h,Beller,Southern Metropolitan,6.0,10-15 km,3,1.0,3.0,780.0,140.0,500k-1M
Francesco St,t,Matthew,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,267.0,156.0,500k-1M
North Rd,h,C21,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,213.0,143.0,500k-1M
Kennedy St,t,Buxton,Southern Metropolitan,6.0,10-15 km,4,2.0,1.0,316.0,190.0,1M-1.5M
Marlborough St,u,hockingstuart,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,154.0,80.0,500k-1M
Molden St,h,Hodges,Southern Metropolitan,6.0,10-15 km,5,3.0,2.0,623.0,257.0,1.5M-2M
Moylan St,h,Woodards,Southern Metropolitan,6.0,10-15 km,3,1.0,1.0,250.0,105.0,500k-1M
